2012.08.06,00:00,1397.90,1398.90,1397.70,1398.40,84
2012.08.07,00:00,1393.20,1407.20,1391.40,1400.20,3305
2012.08.08,00:00,1400.40,1403.40,1393.90,1400.20,3131
2012.08.09,00:00,1399.90,1406.70,1396.70,1403.00,3230
2012.08.10,00:00,1403.40,1403.40,1398.40,1399.20,3054
2012.08.13,00:00,1404.40,1406.70,1396.90,1404.40,2774
2012.08.14,00:00,1404.50,1412.20,1400.30,1402.20,3041
2012.08.15,00:00,1401.90,1407.90,1399.40,1406.20,2592
2012.08.16,00:00,1406.40,1417.40,1404.20,1415.40,2662
2012.08.17,00:00,1415.70,1415.70,1413.90,1414.40,2233
2012.08.20,00:00,1416.90,1419.70,1411.40,1417.20,2308
2012.08.21,00:00,1417.00,1426.80,1410.30,1413.10,2729
2012.08.22,00:00,1412.90,1415.90,1406.40,1414.40,3503
2012.08.23,00:00,1414.60,1419.90,1400.30,1403.50,3457
2012.08.24,00:00,1403.70,1404.00,1402.20,1403.20,2710
2012.08.27,00:00,1414.70,1417.80,1408.90,1410.40,2193
2012.08.28,00:00,1410.30,1413.90,1405.20,1410.90,3020
2012.08.29,00:00,1411.20,1413.80,1406.20,1408.20,2323
2012.08.30,00:00,1408.00,1408.20,1396.70,1397.20,2390
2012.08.31,00:00,1397.40,1399.90,1396.90,1398.70,3736
2012.09.03,00:00,1405.90,1410.40,1397.90,1407.90,1901
2012.09.04,00:00,1408.20,1410.40,1395.90,1405.40,2931
2012.09.05,00:00,1405.20,1408.80,1398.20,1404.50,3540
2012.09.06,00:00,1404.20,1433.50,1404.00,1431.70,3510
2012.09.07,00:00,1431.50,1433.00,1431.20,1432.50,3454
2012.09.10,00:00,1437.30,1438.50,1425.00,1426.70,2465
2012.09.11,00:00,1427.00,1438.00,1422.20,1429.20,2549
2012.09.12,00:00,1428.90,1439.90,1428.90,1439.20,3898
2012.09.13,00:00,1438.90,1463.70,1434.90,1459.00,4121
2012.09.14,00:00,1458.90,1460.90,1458.90,1460.20,3467
2012.09.17,00:00,1464.00,1465.30,1457.20,1461.20,2657
2012.09.18,00:00,1461.40,1462.90,1455.70,1460.70,3288
2012.09.19,00:00,1460.50,1465.30,1457.50,1459.40,3326
2012.09.20,00:00,1459.50,1462.40,1449.60,1461.40,3340
2012.09.21,00:00,1461.20,1464.10,1461.10,1463.40,2968
2012.09.24,00:00,1458.80,1460.50,1451.10,1458.70,2682
2012.09.25,00:00,1458.50,1463.20,1441.40,1444.20,3199
2012.09.26,00:00,1443.90,1445.90,1429.90,1435.70,3299
2012.09.27,00:00,1435.90,1450.20,1435.20,1448.40,3443
2012.09.28,00:00,1448.20,1449.20,1446.40,1447.90,3595
